CountClassCoupled,CountClassDerived,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethodAll,CountDeclMethodPrivate,CountDeclMethodPublic,CountLineCode,MaxInheritanceTree,PercentLackOfCohesion,SumCyclomatic,CountClassBase,Alter
13,0,1,0,39,0,39,328,1,89,81,1,YES
3,0,14,0,46,0,14,60,2,0,15,1,YES
1,0,10,0,73,0,10,32,2,0,10,1,YES
3,0,12,5,12,0,12,139,1,79,34,1,YES
4,1,32,8,32,0,32,245,1,79,58,1,YES
0,0,8,1,8,0,8,31,1,12,10,1,YES
8,0,7,0,45,0,7,99,3,0,20,1,YES
2,0,14,4,15,2,9,179,1,68,40,1,YES
1,0,2,0,3,1,2,137,1,0,33,2,YES
22,0,25,5,126,0,25,381,5,78,81,5,YES
0,0,1,0,1,0,1,5,2,0,1,1,YES
5,0,9,1,46,0,9,129,3,61,26,2,YES
2,1,15,0,101,0,15,41,4,0,7,1,YES
5,0,14,3,14,0,14,62,1,59,16,3,YES
15,1,15,3,15,0,15,110,1,55,26,3,YES
4,0,4,0,19,0,4,23,2,0,5,1,YES
12,0,13,4,13,0,13,94,2,80,21,2,YES
3,0,7,1,7,0,7,71,2,57,16,2,YES
21,4,33,1,119,0,33,183,4,96,39,1,YES
20,0,34,13,153,0,34,857,5,89,178,9,YES
23,0,34,14,153,0,34,783,5,90,166,9,YES
24,0,32,11,151,1,31,809,5,88,173,7,YES
27,0,51,20,170,0,51,1256,5,92,265,11,YES
5,0,15,0,101,0,15,71,4,0,16,1,YES
5,0,15,0,101,0,15,71,4,0,16,1,YES
5,0,15,0,101,0,15,71,4,0,16,1,YES
5,0,16,0,102,0,16,81,4,0,18,1,YES
5,0,15,0,101,0,15,71,4,0,16,1,YES
5,0,16,0,102,0,16,81,4,0,18,1,YES
5,0,15,0,101,0,15,71,4,0,16,1,YES
7,0,16,1,102,0,16,92,4,93,20,1,YES
5,0,16,0,102,0,16,81,4,0,18,1,YES
12,0,21,0,107,0,21,265,4,0,56,1,YES
1,9,2,0,67,0,3,10,3,0,2,1,YES
6,0,8,5,75,0,8,78,4,62,13,2,YES
8,0,10,5,77,0,10,76,4,65,15,2,YES
11,0,10,6,77,0,10,252,4,80,54,4,YES
6,0,7,5,74,0,7,83,4,60,15,2,YES
6,0,7,5,74,0,7,78,4,57,15,2,YES
8,0,7,4,74,0,7,72,4,67,14,2,YES
6,0,7,5,74,0,7,70,4,57,12,2,YES
6,0,6,5,73,0,6,60,4,66,11,2,YES
0,0,3,0,70,0,3,19,4,0,3,1,YES
6,0,15,0,101,0,15,77,4,0,16,1,YES
46,0,67,10,153,0,67,912,4,92,216,3,YES
19,0,22,1,108,0,22,177,4,90,39,2,YES
7,0,18,0,104,0,18,105,4,0,23,2,YES
11,0,17,0,103,0,17,113,4,0,25,1,YES
20,0,23,1,109,0,23,261,4,91,51,3,YES
16,0,21,2,107,0,21,172,4,90,38,3,YES
88,0,25,0,111,0,25,287,4,0,51,2,YES
28,0,28,1,114,0,28,280,4,92,60,2,YES
23,0,24,3,110,0,24,190,4,91,41,3,YES
23,0,36,3,122,0,36,828,4,92,190,2,YES
14,0,19,1,105,0,19,157,4,89,35,2,YES
1,0,3,4,13,0,3,18,2,50,3,1,YES
9,0,5,3,5,0,5,96,1,60,17,2,YES
1,0,2,0,2,0,2,14,2,0,3,1,YES
7,0,11,2,75,0,10,62,3,81,11,1,YES
7,0,11,10,75,0,10,100,3,82,20,1,YES
5,0,14,1,78,0,14,84,3,21,25,1,YES
15,0,20,1,84,0,20,145,3,19,45,1,YES
20,0,19,6,83,0,18,488,3,83,108,4,YES
0,0,3,0,3,0,3,13,2,0,3,1,YES
4,0,4,1,75,0,4,25,4,25,4,2,YES
12,22,64,13,64,18,46,647,2,95,155,3,YES
3,0,4,1,68,0,4,25,3,50,6,1,YES
8,0,12,1,76,0,12,70,3,33,19,1,YES
4,0,13,3,78,0,13,71,3,89,14,1,YES
0,0,7,5,7,0,7,33,1,68,7,1,YES
1,0,6,2,6,3,3,24,1,37,5,1,YES
4,1,59,4,122,0,59,312,2,90,77,1,YES
1,1,15,5,15,0,15,80,1,74,22,2,YES
1,0,3,1,18,0,3,14,2,0,3,1,YES
10,20,62,12,63,0,63,450,1,87,112,2,YES
3,0,29,3,92,0,29,198,2,34,34,1,YES
2,0,2,0,11,0,11,129,1,63,37,1,YES
1,0,6,1,6,0,6,26,1,66,8,2,YES
1,0,2,1,2,0,2,28,1,0,6,2,YES
4,0,6,1,6,0,6,23,1,66,7,2,YES
4,0,6,1,6,0,6,23,1,66,7,2,YES
4,0,0,0,5,0,5,147,1,0,29,1,YES
0,1,16,6,16,0,16,85,1,77,23,2,YES
0,0,5,1,21,0,5,46,2,19,12,1,YES
13,0,5,0,5,0,5,442,1,0,107,1,YES
0,0,24,19,24,0,24,737,1,94,90,1,YES
4,0,1,0,38,0,38,178,1,96,58,1,YES
4,0,1,0,15,0,15,236,1,68,59,1,YES
0,0,2,1,2,0,2,12,1,0,3,2,YES
13,0,1,0,11,0,11,152,1,68,35,1,YES
13,0,1,0,69,0,68,1146,1,0,191,1,YES
3,0,1,0,19,0,15,322,1,0,52,1,YES
5,0,23,4,23,0,23,187,1,63,40,1,YES
1,0,1,0,3,0,3,17,1,66,5,1,YES
1,0,1,0,9,0,9,75,1,50,18,1,YES
1,0,4,1,4,0,4,25,1,0,6,2,YES
0,0,6,2,6,0,6,32,1,41,8,2,YES
6,0,0,0,28,0,28,492,1,64,95,1,YES
6,0,0,0,29,0,29,512,1,62,99,1,YES
6,0,0,0,29,0,29,513,1,62,99,1,YES
5,0,3,0,88,0,3,74,3,0,12,1,YES
4,0,3,0,88,0,3,53,3,0,8,1,YES
5,0,3,0,88,0,3,93,3,0,16,1,YES
8,0,3,0,88,0,3,180,3,0,27,1,YES
4,0,3,0,88,0,3,65,3,0,11,1,YES
4,0,3,0,88,0,3,54,3,0,7,1,YES
7,0,3,0,88,0,3,66,3,0,9,1,YES
4,0,3,0,88,0,3,82,3,0,14,1,YES
6,0,3,0,88,0,3,165,3,0,43,1,YES
6,0,3,0,88,0,3,64,3,0,10,1,YES
6,0,3,0,88,0,3,77,3,0,11,1,YES
7,0,3,0,88,0,3,140,3,0,19,1,YES
5,0,3,0,88,0,3,88,3,0,14,1,YES
6,0,3,0,88,0,3,58,3,0,9,1,YES
5,0,3,0,88,0,3,81,3,0,12,1,YES
8,0,4,0,89,0,4,426,3,0,69,1,YES
8,0,10,0,95,0,10,816,3,0,105,1,YES
11,0,6,36,91,0,6,1306,3,50,167,1,YES
7,0,5,0,90,0,5,298,3,0,59,1,YES
8,0,4,0,89,0,4,414,3,0,81,1,YES
8,0,5,0,90,0,5,532,3,0,90,1,YES
6,0,3,0,89,0,4,104,3,0,15,1,YES
11,0,5,0,90,0,5,174,3,0,34,1,YES
5,0,3,0,88,0,3,67,3,0,8,1,YES
13,0,5,0,90,0,5,215,3,0,38,1,YES
6,0,4,0,89,0,4,91,3,0,13,1,YES
4,0,3,0,88,0,3,69,3,0,10,1,YES
4,0,3,0,88,0,3,53,3,0,8,1,YES
4,0,3,0,88,0,3,53,3,0,8,1,YES
6,0,4,0,89,0,4,99,3,0,12,1,YES
4,0,3,0,88,0,3,66,3,0,11,1,YES
4,0,3,0,88,0,3,71,3,0,10,1,YES
5,0,3,0,88,0,3,85,3,0,11,1,YES
7,0,3,0,88,0,3,110,3,0,17,1,YES
4,0,3,0,88,0,3,69,3,0,10,1,YES
5,0,4,0,89,0,4,92,3,0,14,1,YES
6,0,3,0,88,0,3,76,3,0,12,1,YES
4,0,3,0,88,0,3,57,3,0,9,1,YES
5,0,3,0,88,0,3,59,3,0,7,1,YES
4,0,3,0,88,0,3,73,3,0,10,1,YES
4,0,3,0,88,0,3,54,3,0,7,1,YES
4,0,3,0,88,0,3,60,3,0,9,1,YES
6,0,3,0,88,0,3,56,3,0,8,1,YES
5,0,3,0,88,0,3,56,3,0,8,1,YES
6,0,3,0,88,0,3,93,3,0,11,1,YES
6,0,3,0,88,0,3,127,3,0,19,1,YES
7,0,3,0,88,0,3,163,3,0,24,1,YES
9,0,3,0,89,0,4,122,3,50,20,1,YES
4,0,3,0,88,0,3,81,3,0,10,1,YES
10,0,4,0,89,0,4,121,3,0,15,1,YES
4,0,3,0,88,0,3,71,3,0,12,1,YES
8,0,3,0,88,0,3,96,3,0,15,1,YES
4,0,3,0,88,0,3,79,3,0,12,1,YES
7,0,3,0,88,0,3,56,3,0,8,1,YES
5,0,3,0,88,0,3,75,3,0,12,1,YES
5,0,4,0,89,0,4,86,3,0,14,1,YES
9,0,3,0,88,0,3,81,3,0,10,1,YES
6,0,3,0,88,0,3,82,3,0,16,1,YES
5,0,3,0,88,0,3,57,3,0,8,1,YES
5,0,3,0,88,0,3,73,3,0,11,1,YES
5,0,3,0,88,0,3,71,3,0,11,1,YES
4,0,3,0,88,0,3,60,3,0,9,1,YES
8,0,3,0,88,0,3,61,3,0,9,1,YES
15,0,4,0,89,0,4,152,3,0,22,1,YES
9,0,5,0,90,0,5,112,3,0,16,1,YES
5,0,4,0,89,0,4,82,3,0,14,1,YES
9,0,7,0,92,0,7,721,3,42,89,1,YES
4,0,4,3,89,0,4,119,3,58,18,1,YES
7,0,3,0,88,0,3,71,3,0,9,1,YES
5,0,3,0,88,0,3,84,3,0,14,1,YES
4,0,3,0,88,0,3,57,3,0,9,1,YES
5,0,3,0,88,0,3,58,3,0,8,1,YES
5,0,3,0,88,0,3,65,3,0,11,1,YES
6,0,3,0,88,0,3,66,3,0,8,1,YES
4,0,3,0,88,0,3,68,3,0,9,1,YES
8,0,3,0,88,0,3,60,3,0,7,1,YES
4,0,3,0,88,0,3,66,3,0,10,1,YES
7,0,3,0,88,0,3,141,3,0,21,1,YES
4,0,3,0,88,0,3,57,3,0,9,1,YES
8,0,4,0,89,0,4,148,3,0,21,1,YES
6,0,3,0,88,0,3,115,3,0,15,1,YES
6,0,3,0,88,0,3,81,3,0,12,1,YES
4,0,3,0,88,0,3,62,3,0,10,1,YES
8,0,4,0,89,0,4,90,3,0,13,1,YES
5,0,4,0,89,0,4,127,3,0,20,1,YES
4,0,3,0,88,0,3,78,3,0,15,1,YES
5,0,3,0,88,0,3,86,3,0,13,1,YES
4,0,3,0,88,0,3,85,3,0,13,1,YES
4,0,3,0,88,0,3,55,3,0,7,1,YES
9,0,5,3,90,0,5,401,3,80,34,1,YES
8,0,3,0,88,0,3,79,3,0,8,1,YES
4,0,3,0,88,0,3,58,3,0,9,1,YES
4,0,3,0,88,0,3,58,3,0,9,1,YES
5,0,4,2,89,0,4,131,3,50,20,1,YES
4,0,3,0,88,0,3,80,3,0,12,1,YES
4,0,3,0,88,0,3,79,3,0,13,1,YES
5,0,3,0,88,0,3,61,3,0,9,1,YES
4,0,3,0,88,0,3,59,3,0,9,1,YES
7,0,3,0,88,0,3,71,3,0,10,1,YES
4,0,3,0,88,0,3,58,3,0,9,1,YES
4,0,3,0,88,0,3,59,3,0,9,1,YES
4,0,3,0,88,0,3,61,3,0,9,1,YES
5,0,3,0,88,0,3,105,3,0,15,1,YES
4,0,3,0,88,0,3,71,3,0,10,1,YES
9,0,4,0,89,0,4,93,3,0,13,1,YES
4,0,3,0,88,0,3,62,3,0,10,1,YES
8,0,5,1,90,0,5,88,3,60,13,1,YES
11,0,4,5,89,0,4,210,3,55,29,1,YES
6,0,3,0,88,0,3,71,3,0,10,1,YES
7,0,3,0,88,0,3,72,3,0,9,1,YES
6,0,3,0,88,0,3,191,3,0,38,1,YES
8,0,4,0,89,0,4,96,3,0,16,1,YES
5,0,3,0,88,0,3,70,3,0,11,1,YES
7,0,3,0,88,0,3,115,3,0,18,1,YES
5,0,3,0,88,0,3,96,3,0,15,1,YES
6,0,4,0,89,0,4,68,3,0,12,1,YES
4,0,3,0,88,0,3,61,3,0,9,1,YES
6,0,3,0,88,0,3,85,3,0,13,1,YES
7,0,3,0,88,0,3,97,3,0,14,1,YES
7,0,3,0,88,0,3,84,3,0,13,1,YES
5,0,3,0,88,0,3,63,3,0,9,1,YES
8,0,4,1,89,0,4,112,3,50,16,1,YES
6,0,5,3,90,0,5,145,3,60,19,1,YES
14,0,6,0,91,0,6,156,3,0,25,1,YES
4,0,3,0,88,0,3,64,3,0,10,1,YES
6,0,4,0,89,0,4,127,3,0,18,1,YES
7,0,3,0,88,0,3,125,3,0,24,1,YES
6,0,3,0,88,0,3,59,3,0,9,1,YES
6,0,3,0,88,0,3,55,3,0,8,1,YES
8,0,3,0,88,0,3,90,3,0,13,1,YES
8,0,3,0,88,0,3,125,3,0,17,1,YES
8,0,3,6,88,0,3,147,3,66,22,1,YES
5,0,3,0,88,0,3,69,3,0,10,1,YES
5,0,3,0,88,0,3,72,3,0,11,1,YES
10,0,3,0,88,0,3,75,3,0,11,1,YES
7,0,4,0,89,0,4,109,3,0,16,1,YES
5,0,4,0,89,0,4,107,3,0,17,1,YES
7,0,5,0,90,0,5,92,3,0,14,1,YES
5,0,3,0,88,0,3,84,3,0,13,1,YES
5,0,4,0,89,0,4,86,3,0,12,1,YES
6,0,3,0,88,0,3,74,3,0,12,1,YES
6,0,3,0,88,0,3,66,3,0,10,1,YES
6,0,4,0,89,0,4,123,3,0,19,1,YES
7,0,3,0,88,0,3,71,3,0,9,1,YES
5,0,3,0,88,0,3,97,3,0,15,1,YES
4,0,3,0,88,0,3,58,3,0,9,1,YES
8,0,4,6,89,0,4,184,3,54,28,1,YES
9,0,5,1,90,0,5,155,3,60,19,1,YES
5,0,3,0,88,0,3,89,3,0,19,1,YES
7,0,3,0,88,0,3,86,3,0,13,1,YES
5,0,3,0,88,0,3,59,3,0,8,1,YES
4,0,3,0,88,0,3,75,3,0,11,1,YES
4,0,3,0,88,0,3,169,3,0,18,1,YES
4,0,3,0,88,0,3,81,3,0,13,1,YES
7,0,3,0,88,0,3,97,3,0,14,1,YES
6,0,3,0,88,0,3,66,3,0,10,1,YES
8,0,4,0,89,0,4,145,3,0,23,1,YES
4,0,3,0,88,0,3,80,3,0,14,1,YES
7,0,4,0,89,0,4,90,3,0,14,1,YES
4,0,3,0,88,0,3,68,3,0,11,1,YES
4,0,3,0,88,0,3,57,3,0,9,1,YES
5,0,3,0,88,0,3,72,3,0,10,1,YES
6,0,4,0,89,0,4,105,3,0,16,1,YES
8,0,3,0,88,0,3,96,3,0,15,1,YES
5,0,3,0,88,0,3,48,3,0,7,1,YES
8,0,3,0,88,0,3,89,3,0,13,1,YES
7,0,3,0,88,0,3,82,3,0,13,1,YES
6,0,3,0,88,0,3,61,3,0,10,1,YES
5,0,4,0,89,0,4,124,3,0,19,1,YES
5,0,3,0,88,0,3,55,3,0,8,1,YES
4,0,3,0,88,0,3,68,3,0,11,1,YES
4,0,3,0,88,0,3,61,3,0,10,1,YES
6,0,3,0,88,0,3,83,3,0,12,1,YES
4,0,3,0,88,0,3,85,3,0,11,1,YES
4,0,3,0,88,0,3,67,3,0,10,1,YES
4,0,3,0,88,0,3,135,3,0,26,1,YES
16,0,4,0,89,0,4,280,3,0,48,1,YES
8,0,3,0,88,0,3,107,3,0,16,1,YES
6,0,4,1,89,0,4,97,3,50,17,1,YES
4,0,3,0,88,0,3,63,3,0,10,1,YES
6,0,3,0,88,0,3,66,3,0,10,1,YES
8,0,4,0,89,0,4,174,3,0,22,1,YES
4,0,3,0,88,0,3,57,3,0,9,1,YES
4,0,3,0,88,0,3,60,3,0,10,1,YES
8,0,3,0,88,0,3,96,3,0,9,1,YES
7,0,4,0,89,0,4,90,3,0,13,1,YES
4,0,3,0,88,0,3,62,3,0,10,1,YES
4,0,3,0,88,0,3,67,3,0,11,1,YES
4,0,3,0,88,0,3,69,3,0,10,1,YES
4,0,3,0,88,0,3,80,3,0,11,1,YES
12,0,5,1,90,0,5,447,3,60,21,1,YES
9,0,3,0,88,0,3,122,3,0,19,1,YES
6,0,4,0,89,0,4,85,3,0,12,1,YES
4,0,3,0,88,0,3,79,3,0,12,1,YES
11,0,3,0,88,0,3,238,3,0,26,1,YES
4,0,3,0,88,0,3,62,3,0,10,1,YES
6,0,4,0,89,0,4,94,3,0,14,1,YES
9,0,3,0,88,0,3,75,3,0,10,1,YES
10,0,5,2,90,0,5,130,3,60,19,1,YES
4,0,3,0,88,0,3,62,3,0,8,1,YES
6,0,5,0,90,0,5,160,3,0,16,1,YES
7,0,3,0,88,0,3,103,3,0,16,1,YES
6,0,5,0,90,0,5,84,3,0,16,1,YES
6,0,3,0,88,0,3,69,3,0,11,1,YES
4,0,4,0,89,0,4,74,3,0,14,1,YES
11,0,3,0,88,0,3,94,3,0,13,1,YES
12,0,3,0,88,0,3,94,3,0,13,1,YES
9,0,3,0,88,0,3,82,3,0,11,1,YES
6,0,3,0,88,0,3,68,3,0,9,1,YES
10,0,4,1,89,0,4,105,3,50,16,1,YES
11,0,4,2,89,0,4,153,3,50,27,1,YES
4,0,3,0,88,0,3,60,3,0,10,1,YES
4,0,3,0,88,0,3,60,3,0,10,1,YES
7,0,5,0,90,0,5,132,3,0,17,1,YES
7,0,3,0,88,0,3,87,3,0,14,1,YES
7,0,3,0,88,0,3,75,3,0,11,1,YES
6,0,3,0,88,0,3,86,3,0,14,1,YES
4,0,3,0,88,0,3,76,3,0,13,1,YES
4,0,3,0,88,0,3,73,3,0,11,1,YES
10,0,3,0,88,0,3,92,3,0,11,1,YES
9,0,9,0,94,0,9,226,3,0,40,1,YES
6,0,3,0,88,0,3,86,3,0,12,1,YES
5,0,3,0,88,0,3,70,3,0,11,1,YES
8,0,4,0,89,0,4,92,3,0,12,1,YES
7,0,3,0,88,0,3,116,3,0,17,1,YES
4,0,3,0,88,0,3,63,3,0,9,1,YES
5,0,3,0,88,0,3,55,3,0,8,1,YES
7,0,4,0,89,0,4,96,3,0,18,1,YES
4,0,3,0,88,0,3,83,3,0,13,1,YES
6,0,4,0,89,0,4,79,3,0,12,1,YES
9,0,5,0,90,0,5,108,3,0,21,1,YES
7,0,3,0,88,0,3,72,3,0,12,1,YES
7,0,4,0,89,0,4,81,3,0,11,1,YES
7,0,4,0,89,0,4,74,3,0,12,1,YES
6,0,3,0,88,0,3,91,3,0,14,1,YES
8,0,3,0,88,0,3,98,3,0,12,1,YES
9,0,5,0,90,0,5,154,3,0,34,1,YES
6,0,4,0,89,0,4,136,3,0,17,1,YES
4,0,3,0,88,0,3,60,3,0,10,1,YES
5,0,4,0,89,0,4,85,3,0,13,1,YES
5,0,3,0,88,0,3,94,3,0,14,1,YES
6,0,3,0,88,0,3,92,3,0,16,1,YES
9,0,5,1,90,0,5,126,3,60,19,1,YES
8,0,3,1,88,0,3,90,3,66,11,1,YES
10,0,3,0,88,0,3,118,3,0,20,1,YES
5,0,3,0,88,0,3,69,3,0,10,1,YES
6,0,4,0,89,0,4,87,3,0,11,1,YES
6,0,3,0,88,0,3,93,3,0,13,1,YES
7,0,4,0,89,0,4,143,3,0,11,1,YES
6,0,4,0,89,0,4,140,3,0,19,1,YES
5,0,3,0,88,0,3,59,3,0,8,1,YES
10,0,7,0,124,0,7,236,4,0,33,1,YES
12,0,4,0,89,0,4,212,3,0,29,1,YES
12,0,4,0,89,0,4,221,3,0,30,1,YES
5,0,4,0,89,0,4,138,3,0,22,1,YES
5,0,3,0,88,0,3,79,3,0,12,1,YES
6,0,4,1,89,0,4,82,3,50,11,1,YES
6,0,3,0,88,0,3,142,3,0,9,1,YES
13,0,9,0,94,0,9,391,3,0,31,1,YES
14,12,27,0,117,0,32,577,3,82,111,1,YES
20,1107,64,12,85,0,72,713,2,94,183,1,YES
2,0,13,6,36,0,13,90,3,69,20,1,YES
5,0,14,4,38,0,15,317,3,85,46,1,YES
3,0,8,0,32,0,9,131,3,64,27,1,YES
4,0,7,3,31,0,8,125,3,66,22,1,YES
2,0,7,0,31,0,8,65,3,70,14,1,YES
3,0,9,4,33,0,10,94,3,80,18,1,YES
4,0,8,4,32,0,9,110,3,76,17,1,YES
4,0,6,0,30,0,7,78,3,64,16,1,YES
4,0,7,1,31,0,8,94,3,65,19,1,YES
4,0,7,1,31,0,8,94,3,65,19,1,YES
4,0,8,7,32,0,8,186,3,64,37,1,YES
8,0,9,7,33,0,10,113,3,76,19,1,YES
6,0,7,1,31,0,8,96,3,65,19,1,YES
8,0,6,1,36,0,6,127,4,66,23,1,YES
5,0,12,0,40,0,17,216,3,74,44,1,YES
2,0,7,3,31,0,8,79,3,64,16,1,YES
2,0,2,1,2,0,2,21,1,0,5,2,YES
1,0,20,4,83,0,20,146,2,93,33,1,YES
2,0,21,4,84,0,21,105,2,71,22,1,YES
16,0,6,0,44,0,6,257,3,0,50,1,YES
9,0,6,0,44,0,6,747,3,0,161,1,YES
19,0,7,0,45,0,7,338,3,0,50,1,YES
12,0,6,0,44,0,6,131,3,0,26,1,YES
6,0,6,0,44,0,6,67,3,0,12,1,YES
1,1,2,0,87,0,2,15,3,0,3,1,YES
9,0,13,4,100,0,13,175,4,76,37,1,YES
6,1,1,0,4,0,4,60,1,0,14,1,YES
25,0,1,0,7,0,3,143,2,33,33,1,YES
4,21,7,0,91,0,10,67,2,77,17,1,YES
9,0,2,7,93,0,2,124,3,0,19,1,YES
3,0,2,1,93,0,2,27,3,0,5,1,YES
2,0,3,3,94,0,3,93,3,33,22,1,YES
2,0,2,3,93,0,2,74,3,0,16,1,YES
3,0,2,4,93,0,2,33,3,0,5,1,YES
2,0,2,3,93,0,2,35,3,0,7,1,YES
5,0,2,3,93,0,2,56,3,0,12,1,YES
4,0,2,4,93,0,2,38,3,0,6,1,YES
3,0,2,3,93,0,2,26,3,0,4,1,YES
3,0,2,2,93,0,2,32,3,0,6,1,YES
2,0,2,2,93,0,2,25,3,0,5,1,YES
2,0,3,3,94,0,3,77,3,0,17,1,YES
2,0,2,1,93,0,2,38,3,0,9,1,YES
8,0,2,5,93,0,2,93,3,0,15,1,YES
2,0,2,4,93,0,2,41,3,25,9,1,YES
2,0,2,2,93,0,2,35,3,25,7,1,YES
3,0,2,1,93,0,2,26,3,0,5,1,YES
3,0,2,2,93,0,2,22,3,0,4,1,YES
2,0,2,3,93,0,2,36,3,0,8,1,YES
2,0,2,4,93,0,2,43,3,25,8,1,YES
1,0,7,5,98,0,7,57,3,71,10,1,YES
2,1,29,3,29,0,27,150,1,64,35,2,YES
6,0,26,7,26,0,25,265,1,79,55,2,YES
1,0,25,4,25,0,25,170,1,49,41,2,YES
4,0,12,2,18,0,18,79,1,55,22,1,YES
0,0,9,2,9,0,9,29,1,55,9,1,YES
7,0,2,0,2,0,2,46,2,0,10,1,YES
4,0,3,0,4,0,4,35,2,0,5,1,YES
2,0,2,0,2,0,2,47,2,0,7,1,YES
2,0,2,0,2,0,2,23,2,0,4,1,YES
1,0,3,0,3,0,3,10,2,0,3,1,YES
12,0,8,6,18,0,8,114,2,77,28,1,YES
11,0,4,6,14,0,4,78,2,58,13,1,YES
3,0,4,2,14,0,4,28,2,75,6,1,YES
8,0,4,3,14,0,4,44,2,66,7,1,YES
15,0,5,2,15,0,5,98,2,80,20,1,YES
21,0,6,5,16,0,6,121,2,70,24,1,YES
3,0,7,5,17,0,7,115,2,65,26,1,YES
3,0,4,2,14,0,4,28,2,75,6,1,YES
8,0,5,4,15,0,5,73,2,50,15,1,YES
3,0,18,32,18,11,5,476,1,81,81,3,NO
2,0,7,15,7,0,0,223,1,60,46,2,NO
0,1,2,0,2,0,2,8,2,0,2,1,NO
0,0,2,0,4,0,2,8,3,0,2,1,NO
0,0,1,0,3,1,2,39,1,0,5,1,NO
0,0,0,0,0,0,0,2,1,0,0,1,NO
1,0,5,1,5,0,5,37,2,0,5,1,NO
3,0,5,2,5,0,5,23,1,40,5,2,NO
5,0,2,1,2,0,2,19,1,0,3,2,NO
1,0,7,1,7,0,7,31,1,0,7,2,NO
0,0,17,6,17,1,16,160,2,73,40,1,NO
0,0,0,0,14,0,14,128,1,0,15,1,NO
0,0,7,2,7,0,7,45,1,21,11,2,NO
0,0,4,0,4,0,4,17,2,0,4,2,NO
1,0,4,4,4,0,4,44,2,37,7,1,NO
5,0,0,0,1,0,1,35,1,0,8,1,NO
25,0,22,12,22,3,19,372,1,87,70,2,NO
1,0,5,4,19,0,5,30,2,60,5,1,NO
2,7,14,5,14,0,14,108,1,71,16,1,NO
1,3,6,2,20,0,6,28,2,50,6,1,NO
1,0,5,4,19,0,5,30,2,60,5,1,NO
1,0,6,4,31,0,6,35,4,66,6,1,NO
1,0,3,2,17,0,3,33,2,33,5,1,NO
5,0,42,23,62,1,41,273,3,94,57,1,NO
0,0,0,0,2,0,2,54,1,0,11,1,NO
1,0,6,2,31,0,6,29,4,50,6,1,NO
1,0,14,3,28,0,14,70,2,85,16,1,NO
2,0,5,1,19,0,5,48,2,60,12,1,NO
0,0,3,1,3,1,2,24,1,0,3,1,NO
1,0,5,4,25,0,5,29,3,60,5,1,NO
1,0,4,3,18,0,4,24,2,50,4,1,NO
2,3,5,2,25,0,5,28,3,40,5,1,NO
1,0,10,4,35,0,10,54,4,70,12,1,NO
10,0,42,25,42,0,42,234,1,92,55,1,NO
0,0,26,13,26,0,26,86,1,92,26,1,NO
1,0,1,0,6,0,1,7,2,0,1,1,NO
0,0,0,0,0,0,0,17,1,0,0,1,NO
0,6,5,4,5,0,5,27,1,75,5,1,NO
1,0,1,0,6,0,1,7,2,0,1,1,NO
1,0,1,0,6,0,1,7,2,0,1,1,NO
1,0,1,0,6,0,1,7,2,0,1,1,NO
1,0,1,0,6,0,1,7,2,0,1,1,NO
1,0,1,0,6,0,1,7,2,0,1,1,NO
0,0,1,0,3,1,2,76,1,0,14,1,NO
2,0,9,0,12,0,9,43,2,0,9,1,NO
10,0,37,33,37,6,31,527,1,92,119,1,NO
0,5,3,2,3,0,3,17,1,16,3,1,NO
9,0,24,11,27,3,21,388,2,87,63,1,NO
3,0,8,5,8,1,7,111,1,42,11,1,NO
1,0,13,4,16,0,13,92,2,84,21,1,NO
1,0,5,1,8,0,5,34,2,60,7,1,NO
1,0,11,3,11,0,11,60,1,48,13,1,NO
3,0,15,0,19,0,16,75,2,0,17,1,NO
3,0,12,3,12,0,12,51,1,77,12,1,NO
4,0,30,19,30,8,22,303,1,85,61,1,NO
10,0,26,16,57,15,10,851,4,89,180,1,NO
3,1,15,39,23,2,0,495,2,84,88,1,NO
10,1,8,12,31,0,0,445,3,70,106,1,NO
1,0,12,6,12,0,12,44,1,83,12,1,NO
0,2,8,3,8,0,8,42,1,58,8,1,NO
11,0,20,6,29,12,9,1053,2,82,246,1,NO
0,0,0,0,0,0,0,54,1,0,0,1,NO
2,0,8,4,8,0,8,30,1,75,8,1,NO
1,0,8,4,8,0,8,30,1,75,8,1,NO
1,0,17,8,17,0,17,63,1,87,17,1,NO
1,0,7,3,7,0,7,29,1,57,7,1,NO
0,0,0,0,6,0,6,27,1,0,6,1,NO
0,0,0,0,0,0,0,2,1,0,0,1,NO
0,0,0,0,0,0,0,2,1,0,0,1,NO
0,0,0,0,0,0,0,2,1,0,0,1,NO
0,0,1,0,3,2,1,62,1,0,12,1,NO
0,0,18,5,20,0,19,226,1,46,53,1,NO
0,0,0,7,0,0,0,9,1,0,0,1,NO
0,0,10,6,11,1,6,90,1,64,15,1,NO
2,0,15,18,15,0,10,337,1,72,65,1,NO
1,0,9,9,9,0,9,157,1,71,32,1,NO
6,0,4,15,4,0,4,75,1,73,15,1,NO
3,0,0,0,1,0,1,37,1,0,5,1,NO
4,0,15,7,17,1,0,346,1,73,91,1,NO
0,0,0,6,0,0,0,8,1,0,0,1,NO
8,0,0,0,1,0,1,187,1,0,40,1,NO
0,0,3,3,14,0,0,1197,1,87,196,1,NO
7,0,8,28,9,0,6,251,1,80,37,1,NO
